AccountID,Account_Age,Seats,Paid_status,boards_last_30_days,projects_last_30_days,DAU_avg_last_30_days,integrations_count,Integrations_names,Templates_last_30_days
8540070,79,57,Churned,118,110,17,0,,25
8656414,166,69,Churned,0,0,35,5,"Google, Slack, Zapier, Azure Cards, MS Team",9
3392356,212,2,Paying,212,51,0,4,"Google, Jira, Slack, Dropbox",60
3103908,164,1,Churned,246,167,0,5,"Jira, Google, Slack, Zapier, Dropbox",35
2485909,67,33,Paying,134,55,27,4,"Slack, Zapier, MS Team, Azure Cards",66
5651111,129,57,Paying,322,300,46,4,"Google, Jira, Slack, Dropbox",42
1511483,32,43,Paying,80,77,35,0,,77
7594215,39,6,Churned,58,56,6,5,"Google, Slack, Zapier, Azure Cards, MS Team",61
4596835,100,58,Churned,0,0,35,0,,44
5481190,19,54,Churned,19,1,34,5,"Jira, Google, Slack, Zapier, Dropbox",42
4014810,155,72,Churned,232,30,39,2,"Jira, Slack",61
1777537,373,5,Churned,559,518,5,2,"Jira, Slack",18
2948145,87,57,Churned,87,74,31,4,"Google, Jira, Slack, Dropbox",59
7225416,183,65,Churned,91,26,37,3,"MS Team, Azure Cards, Dropbox",96
7598093,206,18,Paying,412,108,14,2,"Jira, Slack",62
2888906,4,29,Paying,2,1,22,2,"Jira, Zapier",41
5361819,137,54,Churned,0,0,31,3,"Dropbox, Slack, Google",12
4990103,145,32,Paying,362,95,26,0,,34
5346580,342,1,Churned,0,0,1,5,"Jira, Google, Slack, Zapier, Dropbox",5
1791494,162,2,Paying,405,247,0,1,Slack,10
6324901,6,25,Churned,0,0,5,4,"Slack, Zapier, MS Team, Azure Cards",41
4308499,10,4,Churned,15,0,1,1,Zapier,60
6191509,71,18,Paying,71,66,13,1,MS Team,74
4973091,23,31,Paying,46,39,23,1,Jira,5
6705630,221,12,Paying,331,54,12,1,Zapier,49
1688357,241,24,Churned,120,114,5,0,,11
3605214,92,4,Paying,46,0,0,1,Dropbox,96
6356752,21,31,Paying,31,20,28,5,"Google, Slack, Zapier, Azure Cards, MS Team",78
6711086,32,14,Churned,48,4,7,0,,94
4034888,95,12,Paying,190,90,8,2,"Jira, Zapier",89
2802759,129,25,Paying,258,8,21,1,Azure Cards,22
8178755,56,9,Paying,84,63,6,2,"MS Team, Azure Cards",44
5358446,21,15,Churned,31,24,4,4,"Slack, Zapier, MS Team, Azure Cards",70
2002660,97,60,Churned,145,25,29,1,Azure Cards,71
5576149,23,6,Paying,57,31,5,3,"MS Team, Azure Cards, Dropbox",34
4696201,318,60,Churned,159,7,26,0,,65
7325753,35,30,Paying,17,12,25,3,"Jira, Slack, Zapier",46
6206547,94,24,Paying,235,37,20,2,"MS Team, Azure Cards",8
2682929,43,55,Paying,86,37,49,2,"MS Team, Azure Cards",6
5429677,19,0,Churned,28,6,0,0,,3
2659401,222,2,Paying,444,434,1,5,"Jira, Google, Slack, Zapier, Dropbox",47
5095558,88,22,Churned,88,34,10,3,"Jira, Slack, Zapier",5
4442312,164,11,Churned,246,198,11,5,"Google, Slack, Zapier, Azure Cards, MS Team",27
5633909,141,59,Paying,352,206,45,5,"Jira, Google, Slack, Zapier, Dropbox",42
6739830,5,6,Churned,2,0,2,1,Jira,52
3147447,10,21,Paying,5,1,15,3,"MS Team, Azure Cards, Dropbox",18
5441298,16,58,Churned,16,1,35,2,"Jira, Zapier",65
7806227,8,2,Churned,4,0,2,0,,77
8275474,154,73,Churned,77,24,39,1,Jira,9
5992392,113,57,Churned,0,0,28,5,"Jira, Google, Slack, Zapier, Dropbox",50
7565694,72,47,Paying,72,29,36,2,"Jira, Slack",82
1937471,45,25,Paying,112,70,21,0,,11
7292221,7,61,Churned,3,0,38,5,"Jira, Google, Slack, Zapier, Dropbox",17
6683933,74,59,Churned,111,56,25,2,"MS Team, Azure Cards",32
3050862,107,27,Churned,160,34,10,3,"Dropbox, Slack, Google",68
1332394,37,28,Paying,55,33,22,3,"MS Team, Azure Cards, Dropbox",53
5452806,196,52,Churned,196,33,32,3,"MS Team, Azure Cards, Dropbox",81
8735125,88,18,Paying,220,49,14,2,"Jira, Zapier",69
7564583,8,6,Churned,4,1,6,2,"MS Team, Azure Cards",69
7617074,86,36,Paying,129,79,29,0,,99
6935165,8,54,Paying,16,13,44,5,"Jira, Google, Slack, Zapier, Dropbox",36
2038575,232,7,Paying,348,160,7,4,"Slack, Zapier, MS Team, Azure Cards",67
5681637,336,68,Churned,168,141,31,2,"Jira, Slack",51
1136723,48,66,Churned,24,16,34,0,,67
2906755,86,74,Churned,86,20,43,0,,27
8077080,72,60,Paying,72,7,50,4,"Google, Jira, Slack, Dropbox",63
4292279,246,59,Paying,123,111,49,5,"Jira, Google, Slack, Zapier, Dropbox",66
4631690,88,68,Churned,0,0,25,5,"Jira, Google, Slack, Zapier, Dropbox",14
7283039,47,10,Churned,70,43,0,2,"Jira, Slack",93
8072649,65,2,Paying,130,74,2,3,"Jira, Slack, Zapier",71
1435197,7,37,Paying,14,13,31,3,"Jira, Slack, Zapier",14
7408661,13,62,Churned,0,0,29,1,Dropbox,63
8822722,21,18,Churned,31,0,3,2,"Jira, Zapier",23
1622598,223,2,Churned,0,0,2,0,,67
8928802,22,33,Paying,11,0,24,5,"Google, Slack, Zapier, Azure Cards, MS Team",74
7745862,282,34,Paying,423,280,26,4,"Google, Jira, Slack, Dropbox",76
3800280,10,16,Paying,5,1,12,4,"Google, Jira, Slack, Dropbox",42
1121743,37,75,Churned,55,44,39,0,,58
1357973,35,29,Paying,35,0,22,3,"Dropbox, Slack, Google",35
2664769,26,15,Churned,26,25,4,4,"Slack, Zapier, MS Team, Azure Cards",97
3637337,54,16,Paying,27,24,8,3,"MS Team, Azure Cards, Dropbox",64
1800065,4,70,Churned,6,2,32,1,Azure Cards,1
4219367,107,5,Paying,214,84,0,0,,12
8189131,24,13,Churned,12,8,12,5,"Google, Slack, Zapier, Azure Cards, MS Team",28
5889760,75,69,Churned,37,8,20,1,Azure Cards,82
1361783,128,31,Churned,128,93,17,1,MS Team,80
3731899,8,6,Churned,4,0,0,0,,50
5623494,150,1,Churned,0,0,1,3,"Dropbox, Slack, Google",92
5453327,29,0,Churned,43,9,0,4,"Slack, Zapier, MS Team, Azure Cards",47
4018511,31,20,Paying,62,22,18,0,,6
6175555,81,56,Paying,162,54,45,2,"Jira, Zapier",83
5311577,47,47,Paying,94,45,33,5,"Jira, Google, Slack, Zapier, Dropbox",3
7909934,30,28,Paying,15,13,23,5,"Google, Slack, Zapier, Azure Cards, MS Team",71
8106977,243,30,Paying,486,320,24,0,,0
1844273,92,8,Churned,138,131,2,2,"Jira, Slack",34
8103258,64,33,Paying,160,105,27,4,"Google, Jira, Slack, Dropbox",55
4807441,106,62,Churned,159,24,38,5,"Jira, Google, Slack, Zapier, Dropbox",70
5452677,34,73,Churned,0,0,36,0,,95
8630756,119,1,Churned,119,101,1,5,"Google, Slack, Zapier, Azure Cards, MS Team",13
4279922,77,9,Paying,115,114,7,2,"MS Team, Azure Cards",61
4288812,7,66,Churned,7,2,31,0,,71
6439985,66,73,Churned,33,23,27,3,"MS Team, Azure Cards, Dropbox",65
4750224,241,4,Churned,0,0,4,5,"Google, Slack, Zapier, Azure Cards, MS Team",88
5606133,40,1,Churned,40,10,1,0,,37
1017105,180,46,Paying,180,146,35,5,"Jira, Google, Slack, Zapier, Dropbox",26
5881758,110,71,Churned,55,29,31,1,Google,34
5656799,87,17,Paying,217,214,16,3,"MS Team, Azure Cards, Dropbox",56
5140927,100,11,Paying,150,144,9,4,"Google, Jira, Slack, Dropbox",49
7866763,68,16,Paying,34,10,11,4,"Google, Jira, Slack, Dropbox",21
5716803,5,57,Churned,2,1,34,1,Dropbox,95
2944453,84,6,Churned,42,36,0,0,,72
7540093,157,51,Churned,235,37,25,3,"Dropbox, Slack, Google",28
1674232,137,0,Churned,68,42,0,3,"MS Team, Azure Cards, Dropbox",94
7988416,45,53,Paying,112,26,38,3,"MS Team, Azure Cards, Dropbox",34
1288510,23,3,Paying,57,4,0,0,,13
4957428,38,7,Churned,19,16,2,4,"Slack, Zapier, MS Team, Azure Cards",42
4480977,140,1,Churned,0,0,1,3,"MS Team, Azure Cards, Dropbox",58
8945637,9,64,Churned,0,0,36,2,"Jira, Zapier",51
7653437,62,23,Paying,124,27,17,2,"Jira, Slack",77
2912987,5,3,Paying,5,3,3,3,"MS Team, Azure Cards, Dropbox",35
7631100,3,39,Paying,7,1,30,2,"MS Team, Azure Cards",8
6420826,15,65,Churned,7,6,33,0,,46
7490257,232,3,Churned,232,223,3,5,"Jira, Google, Slack, Zapier, Dropbox",97
1826326,53,15,Churned,53,25,6,5,"Google, Slack, Zapier, Azure Cards, MS Team",94
8509574,75,67,Churned,75,2,30,1,Jira,19
5757671,42,57,Paying,105,71,43,0,,15
6671275,116,23,Paying,290,48,19,1,Slack,96
1252379,166,33,Paying,83,40,24,1,Zapier,79
2607490,20,60,Paying,30,3,47,5,"Jira, Google, Slack, Zapier, Dropbox",92
3905049,138,15,Paying,276,245,12,5,"Jira, Google, Slack, Zapier, Dropbox",84
5686163,132,2,Churned,132,61,2,2,"Jira, Slack",26
5693529,1,0,Churned,0,0,0,0,,4
1473600,378,62,Churned,0,0,36,5,"Google, Slack, Zapier, Azure Cards, MS Team",41
6431279,93,6,Churned,93,1,4,2,"Jira, Zapier",47
5763743,22,28,Paying,22,8,23,3,"Dropbox, Slack, Google",65
3743776,166,14,Paying,415,253,13,4,"Google, Jira, Slack, Dropbox",88
5877241,90,12,Paying,180,153,9,0,,0
4341565,173,60,Churned,173,19,26,3,"Dropbox, Slack, Google",47
4422224,18,10,Paying,27,22,8,1,Slack,98
8740072,37,6,Paying,55,29,2,4,"Google, Jira, Slack, Dropbox",51
2397804,48,39,Paying,120,4,32,5,"Jira, Google, Slack, Zapier, Dropbox",36
3443586,120,18,Churned,0,0,5,1,Dropbox,27
1476955,193,61,Churned,193,179,41,5,"Jira, Google, Slack, Zapier, Dropbox",96
6061162,63,51,Paying,31,3,42,3,"Dropbox, Slack, Google",22
7590014,7,4,Churned,10,0,2,3,"Jira, Slack, Zapier",57
7099005,37,59,Churned,55,15,36,5,"Jira, Google, Slack, Zapier, Dropbox",19
2527654,44,44,Paying,66,32,36,4,"Slack, Zapier, MS Team, Azure Cards",56
2399249,28,14,Churned,28,8,6,3,"Jira, Slack, Zapier",76
5076110,40,12,Paying,60,33,7,3,"Jira, Slack, Zapier",49
1342982,212,1,Paying,530,494,0,1,MS Team,15
8049834,36,74,Churned,18,14,43,3,"Dropbox, Slack, Google",15
8805036,100,17,Paying,150,13,17,2,"MS Team, Azure Cards",48
8762903,272,56,Paying,408,271,44,4,"Slack, Zapier, MS Team, Azure Cards",71
3259207,228,27,Paying,228,92,22,3,"Jira, Slack, Zapier",15
5362670,6,51,Churned,3,0,28,5,"Google, Slack, Zapier, Azure Cards, MS Team",91
2112234,121,19,Paying,121,66,15,0,,95
1553074,31,58,Churned,46,30,20,5,"Jira, Google, Slack, Zapier, Dropbox",19
5283566,81,10,Churned,0,0,9,1,Zapier,33
5384086,395,52,Churned,395,172,28,5,"Jira, Google, Slack, Zapier, Dropbox",86
5779441,147,24,Paying,220,34,21,0,,50
7315517,7,0,Churned,7,4,0,4,"Google, Jira, Slack, Dropbox",98
5929173,108,4,Churned,54,34,0,4,"Google, Jira, Slack, Dropbox",91
6453069,70,53,Churned,35,8,24,4,"Google, Jira, Slack, Dropbox",63
5748060,186,1,Paying,279,162,0,4,"Google, Jira, Slack, Dropbox",43
7662403,281,1,Churned,0,0,1,4,"Slack, Zapier, MS Team, Azure Cards",72
2227311,124,7,Churned,62,41,7,5,"Google, Slack, Zapier, Azure Cards, MS Team",45
6868357,102,71,Churned,51,39,33,1,Slack,53
4373079,20,59,Paying,10,5,45,0,,4
5329919,54,75,Churned,0,0,40,2,"Jira, Zapier",44
3438865,177,7,Paying,265,215,6,1,Azure Cards,78
1071397,30,45,Paying,15,6,34,1,Jira,52
2612616,263,36,Paying,263,138,31,1,MS Team,24
2493772,33,23,Paying,33,18,21,3,"MS Team, Azure Cards, Dropbox",44
1986346,5,37,Paying,10,3,30,2,"MS Team, Azure Cards",48
1765237,7,26,Paying,17,16,22,4,"Google, Jira, Slack, Dropbox",98
1430247,25,67,Churned,12,5,34,0,,52
4511608,305,56,Churned,152,82,29,4,"Google, Jira, Slack, Dropbox",75
5323463,33,57,Paying,66,24,46,3,"MS Team, Azure Cards, Dropbox",41
1365732,262,43,Paying,131,56,32,1,MS Team,71
8884677,156,3,Churned,0,0,3,1,Zapier,80
4743099,40,47,Paying,100,97,35,5,"Jira, Google, Slack, Zapier, Dropbox",60
2745579,11,53,Paying,22,19,42,2,"Jira, Slack",86
1594909,87,51,Paying,130,44,40,5,"Google, Slack, Zapier, Azure Cards, MS Team",53
4121306,24,64,Churned,12,5,30,4,"Google, Jira, Slack, Dropbox",8
8204383,60,30,Paying,30,19,25,3,"MS Team, Azure Cards, Dropbox",6
6130444,112,34,Paying,224,137,26,4,"Slack, Zapier, MS Team, Azure Cards",95
4884954,128,19,Paying,320,114,12,0,,34
1922268,16,55,Paying,32,11,42,0,,0
1490694,148,2,Paying,222,16,0,1,Jira,71
6558985,67,71,Churned,67,38,37,2,"MS Team, Azure Cards",68
3099198,28,2,Churned,14,12,2,2,"Jira, Zapier",61
3647241,37,53,Paying,37,34,37,4,"Slack, Zapier, MS Team, Azure Cards",63
8871084,251,48,Paying,376,83,39,3,"Dropbox, Slack, Google",55
3895949,87,52,Paying,217,11,39,2,"Jira, Zapier",62
7315670,75,50,Churned,112,88,24,3,"Dropbox, Slack, Google",96
8688072,9,67,Churned,0,0,32,2,"Jira, Slack",82
2759437,156,11,Paying,312,69,7,0,,26
2498817,198,68,Churned,198,133,29,5,"Jira, Google, Slack, Zapier, Dropbox",1
8549815,206,16,Paying,309,84,11,0,,26
3392771,28,6,Churned,14,8,6,4,"Google, Jira, Slack, Dropbox",3
4330755,122,24,Paying,122,70,17,2,"MS Team, Azure Cards",65
5258288,147,54,Paying,294,171,42,5,"Google, Slack, Zapier, Azure Cards, MS Team",27
5002611,81,0,Churned,121,94,0,0,,51
1195238,169,9,Churned,169,77,9,2,"Jira, Slack",39
7995757,186,64,Churned,186,122,31,1,Dropbox,30
3799908,98,40,Paying,147,86,33,0,,53
7629659,53,6,Paying,26,13,6,1,MS Team,10
4168074,193,11,Paying,193,46,9,0,,56
4425011,225,28,Paying,225,224,21,5,"Jira, Google, Slack, Zapier, Dropbox",65
4264081,28,8,Churned,14,0,1,0,,26
1481767,90,63,Churned,45,33,30,4,"Slack, Zapier, MS Team, Azure Cards",98
3248168,47,9,Churned,70,12,8,5,"Google, Slack, Zapier, Azure Cards, MS Team",54
4254296,101,16,Paying,101,80,11,0,,83
5993239,33,14,Churned,16,9,2,1,Slack,29
3395875,299,36,Paying,448,308,25,5,"Google, Slack, Zapier, Azure Cards, MS Team",36
6351280,33,35,Paying,16,11,29,2,"MS Team, Azure Cards",80
6418449,142,56,Paying,71,67,43,5,"Jira, Google, Slack, Zapier, Dropbox",62
3977135,131,59,Churned,65,20,22,4,"Slack, Zapier, MS Team, Azure Cards",13
3939685,151,25,Paying,226,225,21,1,Slack,98
6401266,229,30,Paying,458,126,24,5,"Jira, Google, Slack, Zapier, Dropbox",58
3923992,61,47,Paying,30,8,37,3,"Jira, Slack, Zapier",89
4903139,289,31,Paying,433,308,23,2,"Jira, Slack",10
3643460,89,42,Paying,89,1,32,2,"Jira, Zapier",4
5799678,97,11,Churned,97,60,3,0,,69
8432335,50,1,Paying,25,14,0,0,,65
1269489,248,11,Churned,124,30,7,0,,7
2446840,60,1,Churned,30,16,1,3,"MS Team, Azure Cards, Dropbox",70
6803245,259,34,Paying,259,86,30,0,,61
8469793,24,48,Paying,48,22,38,0,,47
5517319,64,54,Paying,160,130,43,2,"MS Team, Azure Cards",57
2031158,111,34,Paying,55,5,27,1,Jira,39
7449653,188,28,Churned,94,45,10,3,"Jira, Slack, Zapier",41
8276143,60,16,Churned,0,0,4,2,"MS Team, Azure Cards",98
5878446,19,54,Paying,19,0,42,0,,89
7033602,226,3,Churned,0,0,2,4,"Google, Jira, Slack, Dropbox",99
5198402,22,32,Churned,0,0,29,0,,70
5126614,2,56,Paying,1,0,39,5,"Google, Slack, Zapier, Azure Cards, MS Team",90
5522428,67,73,Churned,100,82,25,2,"MS Team, Azure Cards",42
5935423,84,58,Paying,168,146,45,0,,16
6876882,25,3,Churned,0,0,3,0,,1
2845154,21,59,Churned,31,3,29,1,MS Team,70
4407602,40,51,Paying,100,11,39,3,"MS Team, Azure Cards, Dropbox",26
5718058,54,53,Paying,81,39,39,0,,44
7846575,40,31,Paying,100,23,23,0,,56
7054312,100,43,Paying,50,47,32,0,,95
8607711,115,50,Churned,172,160,29,3,"MS Team, Azure Cards, Dropbox",78
7282879,143,52,Churned,0,0,24,3,"Jira, Slack, Zapier",18
3968571,137,50,Churned,137,33,25,3,"Jira, Slack, Zapier",10
5627751,93,24,Paying,93,55,20,0,,60
2583555,244,72,Churned,244,187,39,2,"MS Team, Azure Cards",91
8685788,28,53,Paying,42,37,46,3,"MS Team, Azure Cards, Dropbox",22
8136558,10,30,Paying,20,17,20,3,"Jira, Slack, Zapier",0
7049752,245,54,Churned,0,0,27,3,"Dropbox, Slack, Google",63
3037147,115,4,Churned,57,21,4,0,,78
3575803,29,12,Churned,14,2,2,5,"Jira, Google, Slack, Zapier, Dropbox",0
1096223,22,26,Churned,0,0,15,4,"Google, Jira, Slack, Dropbox",49
4548339,251,1,Churned,125,109,1,5,"Jira, Google, Slack, Zapier, Dropbox",99
8664188,114,5,Paying,57,39,5,4,"Slack, Zapier, MS Team, Azure Cards",94
2969884,16,58,Churned,16,4,29,0,,18
2840425,38,55,Paying,38,9,43,3,"Jira, Slack, Zapier",10
3775490,172,74,Churned,172,19,29,5,"Jira, Google, Slack, Zapier, Dropbox",11
3009438,217,6,Paying,108,55,6,1,Jira,29
1683096,243,48,Paying,364,222,38,3,"Dropbox, Slack, Google",72
7937240,38,11,Paying,57,32,9,3,"Jira, Slack, Zapier",5
1824286,238,47,Paying,357,30,39,3,"MS Team, Azure Cards, Dropbox",84
3058101,5,36,Paying,7,6,31,0,,61
4200754,14,39,Paying,28,22,29,0,,50
7737727,71,60,Paying,177,147,44,4,"Slack, Zapier, MS Team, Azure Cards",45
8623507,86,68,Churned,43,10,46,4,"Google, Jira, Slack, Dropbox",36
2220126,119,31,Paying,178,3,21,1,Slack,94
2191867,58,41,Paying,87,68,32,1,Jira,25
1743745,6,24,Paying,15,4,16,4,"Google, Jira, Slack, Dropbox",39
2967049,43,2,Churned,43,15,2,3,"Dropbox, Slack, Google",71
3490869,24,42,Paying,12,9,35,4,"Slack, Zapier, MS Team, Azure Cards",92
6082495,341,31,Churned,341,249,10,3,"MS Team, Azure Cards, Dropbox",35
6979952,199,56,Paying,99,97,44,3,"Jira, Slack, Zapier",69
3942452,87,20,Churned,87,79,4,5,"Jira, Google, Slack, Zapier, Dropbox",51
6160573,139,16,Paying,278,48,14,0,,93
4764083,31,70,Churned,46,19,41,3,"Dropbox, Slack, Google",24
3116282,83,57,Churned,124,67,30,2,"MS Team, Azure Cards",99
3101313,28,1,Churned,42,31,0,5,"Google, Slack, Zapier, Azure Cards, MS Team",86
4025218,187,28,Paying,93,76,20,2,"MS Team, Azure Cards",58
8208997,259,33,Paying,518,461,23,1,Azure Cards,65
3889530,34,75,Churned,34,0,42,1,Jira,62
7933223,19,54,Churned,28,24,34,4,"Slack, Zapier, MS Team, Azure Cards",49
6846511,86,43,Paying,86,85,35,1,Zapier,44
3458049,1,1,Churned,1,0,1,3,"MS Team, Azure Cards, Dropbox",60
6960958,140,34,Paying,210,3,26,5,"Google, Slack, Zapier, Azure Cards, MS Team",73
6503321,59,1,Churned,88,21,1,0,,78
4146715,8,15,Paying,16,11,10,4,"Slack, Zapier, MS Team, Azure Cards",55
2627434,95,0,Churned,47,42,0,5,"Google, Slack, Zapier, Azure Cards, MS Team",34
1660403,82,70,Churned,123,16,40,2,"MS Team, Azure Cards",55
2394834,113,61,Churned,0,0,33,2,"Jira, Slack",90
6471836,225,45,Paying,562,15,37,3,"MS Team, Azure Cards, Dropbox",96
2608653,91,8,Churned,91,54,2,0,,19
8914425,98,1,Churned,0,0,1,1,Slack,5
7853165,99,19,Paying,99,47,18,4,"Google, Jira, Slack, Dropbox",41
2514884,18,51,Churned,18,5,24,0,,35
6873351,104,53,Churned,0,0,22,5,"Google, Slack, Zapier, Azure Cards, MS Team",54
3744649,331,64,Churned,0,0,30,2,"MS Team, Azure Cards",10
4081819,183,18,Paying,274,70,15,5,"Jira, Google, Slack, Zapier, Dropbox",59
8295877,14,22,Paying,21,7,18,0,,0
5060220,233,0,Churned,116,96,0,2,"Jira, Zapier",66
8928485,32,54,Churned,32,2,23,0,,99
3293902,50,25,Paying,125,40,20,3,"Dropbox, Slack, Google",39
2338658,4,11,Churned,4,0,11,5,"Jira, Google, Slack, Zapier, Dropbox",1
5457522,83,31,Paying,166,146,26,0,,20
8689347,252,52,Paying,252,141,42,2,"MS Team, Azure Cards",47
7370958,82,50,Churned,0,0,32,1,MS Team,86
7939217,234,17,Churned,0,0,6,4,"Google, Jira, Slack, Dropbox",19
4743767,46,17,Paying,115,94,13,1,MS Team,37
1591229,98,42,Paying,98,4,32,0,,62
7852663,100,8,Churned,50,26,8,1,Azure Cards,45
1113105,63,3,Churned,94,40,3,2,"MS Team, Azure Cards",35
4511232,267,2,Churned,0,0,2,1,Zapier,44
1604768,107,21,Paying,267,102,16,0,,31
6024434,135,19,Paying,270,138,15,3,"MS Team, Azure Cards, Dropbox",75
2994064,51,11,Churned,0,0,3,2,"Jira, Slack",22
2269088,48,37,Paying,48,2,28,1,Jira,50
4978476,11,15,Churned,16,6,12,5,"Jira, Google, Slack, Zapier, Dropbox",42
2741090,29,4,Paying,29,0,2,2,"Jira, Slack",44
4294011,48,68,Churned,48,42,27,0,,19
8006096,10,20,Churned,15,3,16,1,MS Team,26
8604999,163,17,Paying,244,152,13,2,"Jira, Slack",25
5787290,26,19,Paying,65,1,14,5,"Jira, Google, Slack, Zapier, Dropbox",56
8265860,249,75,Churned,249,152,40,1,Jira,48
7548395,226,4,Churned,0,0,0,5,"Google, Slack, Zapier, Azure Cards, MS Team",69
7875956,305,57,Churned,0,0,24,1,Google,1
2036931,208,74,Churned,104,69,34,1,Jira,95
7339501,34,24,Paying,51,31,17,5,"Google, Slack, Zapier, Azure Cards, MS Team",84
4771589,62,62,Churned,31,2,31,5,"Jira, Google, Slack, Zapier, Dropbox",79
1717555,17,70,Churned,25,5,40,0,,74
5717889,174,23,Churned,261,121,7,2,"Jira, Zapier",89
5077554,32,54,Paying,32,10,39,2,"Jira, Slack",96
7656803,32,1,Paying,16,6,1,0,,10
7856293,3,69,Churned,1,0,31,1,MS Team,67
6696093,181,67,Churned,181,96,30,3,"Jira, Slack, Zapier",34
4920850,8,59,Paying,20,17,43,5,"Jira, Google, Slack, Zapier, Dropbox",23
6421850,114,5,Churned,57,14,1,0,,21
2304365,229,14,Churned,229,203,8,4,"Google, Jira, Slack, Dropbox",25
6339491,154,50,Churned,231,82,29,3,"MS Team, Azure Cards, Dropbox",25
8146001,37,11,Paying,92,62,7,4,"Slack, Zapier, MS Team, Azure Cards",57
7436693,95,49,Paying,237,41,37,1,Jira,96
3539649,120,73,Churned,60,44,36,4,"Google, Jira, Slack, Dropbox",88
7699374,30,1,Paying,75,5,1,5,"Jira, Google, Slack, Zapier, Dropbox",98
3079772,98,22,Paying,245,100,22,3,"Jira, Slack, Zapier",35
2988494,5,8,Churned,7,0,2,4,"Google, Jira, Slack, Dropbox",46
5264788,35,68,Churned,52,32,32,5,"Jira, Google, Slack, Zapier, Dropbox",38
4878509,80,45,Paying,200,93,33,0,,70
8836227,186,69,Churned,279,278,28,5,"Jira, Google, Slack, Zapier, Dropbox",48
7819366,135,23,Churned,67,23,10,1,Google,3
4732937,99,2,Paying,99,12,0,0,,97
1068806,291,61,Churned,145,23,32,0,,40
5674922,26,20,Churned,13,5,9,0,,9
3012898,179,64,Churned,179,133,37,4,"Slack, Zapier, MS Team, Azure Cards",47
6411990,32,8,Churned,48,6,3,4,"Slack, Zapier, MS Team, Azure Cards",20
2083324,131,58,Churned,0,0,30,5,"Google, Slack, Zapier, Azure Cards, MS Team",24
2687422,108,53,Churned,0,0,34,3,"Dropbox, Slack, Google",86
8152898,209,59,Churned,104,39,29,2,"Jira, Zapier",36
2373366,58,67,Churned,29,0,34,0,,60
8366473,90,69,Churned,45,22,30,2,"Jira, Zapier",65
1028579,165,24,Paying,247,239,17,5,"Jira, Google, Slack, Zapier, Dropbox",15
6557219,126,62,Churned,0,0,25,0,,60
2455438,51,7,Churned,25,24,3,2,"Jira, Slack",15
7462643,272,55,Churned,136,30,33,5,"Jira, Google, Slack, Zapier, Dropbox",41
2410836,82,50,Churned,41,0,24,5,"Jira, Google, Slack, Zapier, Dropbox",76
4921197,81,49,Paying,40,32,41,1,Google,9
4924036,155,5,Churned,0,0,1,0,,50
1003454,249,58,Churned,373,365,22,5,"Jira, Google, Slack, Zapier, Dropbox",14
1858514,44,2,Paying,22,7,1,5,"Google, Slack, Zapier, Azure Cards, MS Team",40
5668287,108,28,Paying,216,180,21,1,Dropbox,49
6580232,19,73,Churned,19,6,40,2,"MS Team, Azure Cards",15
8203913,57,13,Churned,57,44,12,5,"Jira, Google, Slack, Zapier, Dropbox",45
5184432,112,6,Churned,56,0,2,5,"Jira, Google, Slack, Zapier, Dropbox",48
2861004,29,42,Paying,43,33,35,4,"Google, Jira, Slack, Dropbox",73
6103306,327,75,Churned,0,0,33,0,,51
6272708,66,32,Churned,0,0,15,2,"MS Team, Azure Cards",16
7372945,116,75,Churned,116,43,33,5,"Jira, Google, Slack, Zapier, Dropbox",95
8090484,117,0,Churned,175,90,0,2,"Jira, Slack",95
4528853,31,28,Paying,31,7,24,4,"Slack, Zapier, MS Team, Azure Cards",2
3939313,26,55,Churned,39,12,32,3,"MS Team, Azure Cards, Dropbox",80
1460833,37,44,Paying,92,84,37,4,"Slack, Zapier, MS Team, Azure Cards",49
7831024,2,53,Paying,5,0,44,2,"Jira, Slack",67
3858666,92,20,Paying,230,46,12,1,Jira,57
4645702,126,0,Churned,189,52,0,5,"Jira, Google, Slack, Zapier, Dropbox",95
3357284,77,6,Churned,0,0,2,5,"Google, Slack, Zapier, Azure Cards, MS Team",62
8588020,16,40,Paying,24,4,30,1,Jira,78
5994793,219,18,Paying,328,48,14,0,,22
2810849,157,16,Paying,314,110,14,0,,87
6704931,19,61,Churned,9,6,30,2,"Jira, Slack",28
6229717,207,4,Churned,0,0,3,5,"Jira, Google, Slack, Zapier, Dropbox",54
5614834,32,68,Churned,32,19,30,5,"Jira, Google, Slack, Zapier, Dropbox",17
3647428,45,3,Churned,0,0,3,0,,72
6657827,24,30,Paying,12,4,22,5,"Google, Slack, Zapier, Azure Cards, MS Team",48
1031683,195,34,Paying,487,459,28,2,"Jira, Slack",97
5276090,43,56,Churned,0,0,24,2,"Jira, Zapier",7
8783435,23,61,Churned,11,7,31,0,,37
3770960,131,58,Churned,196,9,28,5,"Google, Slack, Zapier, Azure Cards, MS Team",18
8767006,233,24,Paying,116,6,21,4,"Google, Jira, Slack, Dropbox",23
2236073,101,68,Churned,0,0,36,5,"Jira, Google, Slack, Zapier, Dropbox",46
2790489,110,46,Paying,165,75,34,1,Zapier,87
2281362,260,51,Paying,520,129,43,1,MS Team,53
6262051,232,48,Paying,348,219,39,0,,92
1719953,272,1,Churned,272,1,1,3,"MS Team, Azure Cards, Dropbox",14
